Accession,library_strategy,library_source,library_selection,library_layout,platform,model,tax_id,reads
GSE45685,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer iix,3702,7655749
GSE45696,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer ii,6183,3870972.5
GSE45699,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,7955,23239257.333333332
GSE45703,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,25776870.5
GSE45706,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,abi_solid,abi_solid ab solid system 3.0,7955,330939016.4444444
GSE45719,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,17733839.92
GSE45732,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,81051535.42857143
GSE45734,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer iix,9606,13589518.272727273
GSE45735,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer iix,9606,13859189.8
GSE45762,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,1140,30848624.470588237
GSE45764,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer iix,9606,13690036.62
GSE45782,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer ii,10090,20261197
GSE45786,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer ii,8355,34261544
GSE45788,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,abi_solid,abi_solid ab solid system 3.0,474186,34166697.5
GSE45855,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer,69771,6090577.75
GSE45873,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,7227,56731117.25
GSE45883,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer iix,9606,102874771.25
GSE45893,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,23351460.5
GSE45908,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,39947,3211649.6666666665
GSE45909,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer iix,10090,38574897.25
GSE45930,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,274438766.8333333
GSE45936,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer iix,27337,9090481.25
GSE45977,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 1000,272563,47463264.38888889
GSE45989,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer iix,3702,1404928.96
GSE46038,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,84832686.58333333
GSE46046,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9031,44670083.666666664
GSE46051,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,6239,61919210.95454545
GSE46056,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,29039263
GSE46066,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,59520021.5
GSE46069,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10116,31424345.85714286
GSE46096,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,3847,11152721.549019609
GSE46100,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,7227,13286812.857142856
GSE46104,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,18459770.125
GSE46127,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10116,25498566.5
GSE46133,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,5518,62117045.5
GSE46153,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,3847,66671709.06666667
GSE46160,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,5691,21028379
GSE46162,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,5691,21028379
GSE46164,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,abi_solid,abi_solid ab solid system,9606,45063188
GSE46213,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,30572449.833333332
GSE46225,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer iix,3054,22313293.85714286
GSE46226,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,3702,47423493.70967742
GSE46228,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,67719175.5
GSE46232,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer,100226,168293839
GSE46253,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,83906,4762014
GSE46256,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,857571,30597467.333333332
GSE46257,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer iix,6239,42178767.75
GSE46265,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,66713,5000000
GSE46281,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer iix,1764,45168797
GSE46310,RNA-Seq,TRANSCRIPTOMIC,RT-PCR,PAIRED,illumina,illumina genome analyzer iix,27457,16894108.166666668
GSE46316,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,40254417.333333336
GSE46323,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,64761424.5
GSE46340,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,172784988.83333334
GSE46344,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,6239,51312009.18181818
GSE46354,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer,7227,54023788.25
GSE46363,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,54414660.666666664
GSE46379,RNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,illumina,illumina genome analyzer ii,10090,17986871.5
GSE46380,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,90371,65086475
GSE46382,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,4896,11677756
GSE46386,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer ii,44689,23255017
GSE46388,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer,5702,8869975
GSE46389,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer,45264,3155988.75
GSE46391,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,149539,16416749.666666666
GSE46399,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,51655,12445815
GSE46423,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer ii,7227,15187983
GSE46431,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9685,28917091.8
GSE46433,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,116939265.83333333
GSE46434,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,33593112.166666664
GSE46446,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,abi_solid,abi_solid ab solid 4 system,216816,41983319
GSE46479,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,511145,17359941.2
GSE46483,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,5702,13466716.25
GSE46484,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,8090,53481312
GSE46486,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,223360163.5
GSE46490,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,29557524.166666668
GSE46491,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,160488,6744117
GSE46502,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,40265716.666666664
GSE46506,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,4896,11677756
GSE46513,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,17973594.066666666
GSE46514,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,129230531
GSE46516,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer iix,9606,31711331.666666668
GSE46523,RNA-Seq,TRANSCRIPTOMIC,other,SINGLE,illumina,illumina hiseq 2000,9606,61912052.2
GSE46535,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,4932,123609171
GSE46559,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,330879,6075237.5
GSE46561,RNA-Seq,TRANSCRIPTOMIC,CAGE,SINGLE,illumina,illumina genome analyzer iix,9606,55487258.5
GSE46562,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,37074130.473684214
GSE46635,AMPLICON,TRANSCRIPTOMIC,RT-PCR,SINGLE,ls454,ls454 454 gs flx+,9606,389305.5
GSE46636,AMPLICON,TRANSCRIPTOMIC,RT-PCR,SINGLE,ls454,ls454 454 gs flx,9606,177611
GSE46637,AMPLICON,TRANSCRIPTOMIC,RT-PCR,SINGLE,illumina,illumina hiseq 2000,9606,49346350.625
GSE46638,AMPLICON,TRANSCRIPTOMIC,RT-PCR,SINGLE,illumina,illumina hiseq 2000,9606,52172239.5
GSE46639,AMPLICON,TRANSCRIPTOMIC,RT-PCR,SINGLE,illumina,illumina hiseq 2000,9606,52779176.25
GSE46664,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,5893380
GSE46665,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,19444639.64
GSE46669,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiscansq,10116,6540425
GSE46678,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,3659,4168844.75
GSE46688,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,91057064.5
GSE46690,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,91057064.5
GSE46705,OTHER,TRANSCRIPTOMIC,other,SINGLE,illumina,illumina hiseq 2000,9606,30975453.96875
GSE46716,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer,10090,24423371
GSE46718,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer iix,9606,32287847.75
GSE46730,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,23975158.083333332
GSE46737,RNA-Seq,TRANSCRIPTOMIC,RACE,SINGLE,illumina,illumina genome analyzer,511145,6973697.333333333
GSE46740,RNA-Seq,TRANSCRIPTOMIC,RACE,SINGLE,illumina,illumina genome analyzer,511145,6973697.333333333
GSE46741,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer iix,3702,11994311.57142857
GSE46755,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9823,4878310.333333333
GSE46761,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,408170,9493773.847457627
GSE46764,RNA-Seq,TRANSCRIPTOMIC,RACE,SINGLE,illumina,illumina hiseq 2000,2711,21023259
GSE46805,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina genome analyzer iix,9606,29969879
GSE46807,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,58640625.375
GSE46810,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,267747,8224246.5
GSE46815,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,32830365.25
GSE46817,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina genome analyzer iix,9606,34446713
GSE46818,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina genome analyzer iix,9606,33451861
GSE46831,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,abi_solid,abi_solid ab solid 4 system,9606,25870689.727272727
GSE46838,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina genome analyzer iix,4932,28265343
GSE46858,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer ii,9796,9621045.625
GSE46878,OTHER,TRANSCRIPTOMIC,other,SINGLE,illumina,illumina hiseq 2000,10090,22215046.333333332
GSE46880,OTHER,TRANSCRIPTOMIC,other,SINGLE,illumina,illumina hiseq 2000,10090,22215046.333333332
GSE46883,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer,267747,196595209
GSE46908,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,8133712
GSE46953,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,105958375.25
GSE46954,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,105958375.25
GSE46959,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,abi_solid,abi_solid ab solid 4 system,9606,18061406.5
GSE46980,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,2053894.04
GSE47033,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,142129986
GSE47042,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,29785009.5
GSE47048,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,528352,16349003.5
GSE47058,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,22330876
GSE47062,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,138638982
GSE47081,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer ii,10090,18519736.5
GSE47083,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,44413560.666666664
GSE47089,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,abi_solid,abi_solid ab solid 4 system,10090,4620080.722222222
GSE47095,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,223688462
GSE47114,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,13175345.285714285
GSE47117,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer iix,9606,12102077
GSE47136,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,7460,3565644.6
GSE47157,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,abi_solid,abi_solid ab solid 4 system,9606,115848181
GSE47222,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,44689,35766594.75
GSE47224,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,3983,3664501
GSE47226,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,25295830.333333332
GSE47348,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,79327,51089466.666666664
GSE47365,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,628,4000000
GSE47370,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,87556123.33333333
GSE47372,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,503409,33660138.333333336
GSE47395,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,60784722.333333336
GSE47399,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,36003808.166666664
GSE47442,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,22441388.25
GSE47447,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,abi_solid,abi_solid ab solid 4 system,266834,25143615.666666668
GSE47449,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,272943,5747212.75
GSE47450,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,272943,5747212.75
GSE47454,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,6038226.5
GSE47462,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer iix,9606,18565838.555555556
GSE47474,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10116,27234988.3
GSE47484,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina genome analyzer iix,10090,28129947.5
GSE47496,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,58468138
GSE47497,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,16831223.5
GSE47502,OTHER,TRANSCRIPTOMIC,other,SINGLE,illumina,illumina genome analyzer ii,9606,21774326
GSE47509,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,511145,18818422
GSE47536,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer iix,10090,15209928.125
GSE47573,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,4896,39655587.75
GSE47636,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,3500000
GSE47653,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9913,13378327.75
GSE47656,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer ii,10090,6023338.631578947
GSE47680,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer iix,1247190,15795387.5
GSE47692,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,113334,4140500.1
GSE47702,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,14828555.55
GSE47703,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,23639375.75
GSE47707,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer,10090,31887112.5
GSE47708,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,16448720.333333334
GSE47709,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,7955,18877389.555555556
GSE47718,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,14442131.470588235
GSE47721,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,1639,27737773.5
GSE47735,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,35650562.666666664
GSE47736,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,35650562.666666664
GSE47757,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer ii,10090,26761546
GSE47759,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer iix,381666,44406726.666666664
GSE47773,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina genome analyzer iix,225849,9034667
GSE47774,NA,NA,NA,NA,NA,NA,NA,NA
GSE47780,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,7227,28733398.3
GSE47787,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,4932,6024951.5
GSE47792,NA,NA,NA,NA,NA,NA,NA,NA
GSE47794,OTHER,TRANSCRIPTOMIC,other,SINGLE,illumina,illumina genome analyzer iix,10090,33004411
GSE47805,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,26667962.5
GSE47806,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,32744944.5
GSE47817,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,62193818.875
GSE47835,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,5754436.32
GSE47851,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,17253939.5
GSE47863,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,83332,16491553
GSE47877,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer iix,10090,13630955.375
GSE47885,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,42934770.5
GSE47917,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,48020311.333333336
GSE47919,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,40660395.222222224
GSE47942,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,113334,6016261.39
GSE47944,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,34203142.85714286
GSE47946,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,48020311.333333336
GSE47948,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina genome analyzer iix,10090,24325065.25
GSE47964,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 1000,10090,30034902.083333332
GSE47965,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,34203142.85714286
GSE47986,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10141,38301396.6
GSE47997,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina genome analyzer iix,9606,16062181.5
GSE47998,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina genome analyzer iix,9606,16062181.5
GSE47999,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,7227,26987089.603773586
GSE48003,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 1000,9606,41342095
GSE48032,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,ls454,ls454 454 gs flx titanium,9606,417771.0833333333
GSE48034,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,ion_torrent,ion_torrent ion torrent proton,9606,49457606.3
GSE48035,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,13612446.193548387
GSE48040,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,15368,12545297.5
GSE48043,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,21555993
GSE48048,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,42351146.8
GSE48052,MBD-Seq,GENOMIC,MBD2 protein methyl-CpG binding domain,SINGLE,illumina,illumina hiseq 2500,10090,93244983.5
GSE48065,OTHER,TRANSCRIPTOMIC,other,SINGLE,illumina,illumina genome analyzer iix,9606,21822957
GSE48066,OTHER,TRANSCRIPTOMIC,other,SINGLE,illumina,illumina genome analyzer iix,9606,3918440.222222222
GSE48071,OTHER,TRANSCRIPTOMIC,other,SINGLE,illumina,illumina hiseq 2000,4113,4098691.388888889
GSE48103,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,763057,6756109.5
GSE48105,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,763057,6756109.5
GSE48109,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,10380942.5
GSE48147,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9913,19022079.1875
GSE48156,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,263140,7343203
GSE48165,RNA-Seq,TRANSCRIPTOMIC,size fractionation,PAIRED,illumina,illumina hiseq 2000,29459,2254846
GSE48168,RNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,illumina,illumina hiseq 2000,7091,9156503
GSE48173,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,76282013.875
GSE48193,OTHER,METAGENOMIC,other,SINGLE,illumina,illumina genome analyzer ii,408170,568209.45
